symbol,entryPrice,txHash,timestamp,signalScore,marketRegime,tp,sl,rsi,macdHist,emaSlope,atrPct,leverage,atr,adx,adxSlope,volumePct,breakevenActivated,trailingTPPct,perPositionBudget,divergenceScore,tradeType,note,phase,highestFav,lowestFav,slPrice,triggeredBy,entryReason,rrr,fallbackTP,fallbackSL,fallbackRRR,regime,breakevenLogged
"DOGE_USD",0.24778,"0x01529b4dde6ee27d35cac59507bfa2b9a172814f01cbde9063609c8cbf011455",1752821685610,1,"bullish",0,0,80.65,0.0015992958912903182,0.04676953314807358,0.0177848242026772,60,0.004406723740939356,40.562950860095185,2.0596505633190247,0.5422535561275776,false,0,40,1,"anticipation","✅ reversal criteria met","init",,,,"evaluateSignalOnly","✅ reversal criteria met",,,,,,
"DOGE_USD",0.24778,"0x01529b4dde6ee27d35cac59507bfa2b9a172814f01cbde9063609c8cbf011455",1752821697036,1,"bullish",0.004958312118,0.002479156059,80.65,0.0015992958912903182,0.04676953314807358,0.0177848242026772,60,0.004406723740939356,40.562950860095185,2.0596505633190247,0.5422535561275776,false,0,40,1,"anticipation","✅ reversal criteria met","init",,,,"evaluateSignalOnly","✅ reversal criteria met",2,,,,,
"BNB_USD",722.32,"0x97e0a2dc9d4e98f0534d2733d19479ba6170c23fc297c351e189dde4cf14831b",1753152650771,0.8363636363636363,"bullish",7.6506344365170005,7.6506344365170005,75.43,1.106482049404747,0.005592917245178823,0.0029388946424379974,60,2.1228223781258144,24.014204326026725,2.27327135583516,1,false,0,40,1,"anticipation","✅ reversal criteria met","init",,,,"evaluateSignalOnly","✅ reversal criteria met",1,,,,,
"BNB_USD",722.32,"0x97e0a2dc9d4e98f0534d2733d19479ba6170c23fc297c351e189dde4cf14831b",1753152669504,0.8363636363636363,"bullish",7.6506344365170005,7.6506344365170005,75.43,1.106482049404747,0.005592917245178823,0.0029388946424379974,60,2.1228223781258144,24.014204326026725,2.27327135583516,1,false,0,40,1,"anticipation","✅ reversal criteria met","init",,,,"evaluateSignalOnly","✅ reversal criteria met",1,,,,,
"LTC_USD",98.01,"0xba3f80447fc757b7eff51d2520b928b95f7cfe9bfa3322e9f8ebd583a6f41757",1753152673695,0.8363636363636363,"neutral",1.55748941416,1.55748941416,73.19,0.124979843860993,0.006321243522934318,0.0029947406599820665,45,0.29351453208484235,26.860872848217795,1.5955621659721544,0.4888874497280322,false,0,30,1,"anticipation","✅ reversal criteria met","init",,,,"evaluateSignalOnly","✅ reversal criteria met",1,,,,,
"ETH_USD",3410.35,"0x286b71f0f8c612f468a4f3934618d138899e7324472936c2d6f8354d5feff588",1753152673975,0.8527272727272728,"bullish",37.319879762625,37.319879762625,76.47,3.830411728259344,0.0059721293080037974,0.003224589496320917,60,10.996978788778039,29.766092133261715,2.0503126481526124,1,false,0,40,0,"anticipation","✅ reversal criteria met","init",,,,"evaluateSignalOnly","✅ reversal criteria met",1,,,,,
"BNB_USD",722.32,"0x97e0a2dc9d4e98f0534d2733d19479ba6170c23fc297c351e189dde4cf14831b",1753152702812,0.8363636363636363,"bullish",7.6506344365170005,7.6506344365170005,75.43,1.106482049404747,0.005592917245178823,0.0029388946424379974,60,2.1228223781258144,24.014204326026725,2.27327135583516,1,false,0,40,1,"anticipation","✅ reversal criteria met","init",,,,"evaluateSignalOnly","✅ reversal criteria met",1,,,,,
"BNB_USD",722.32,"0x97e0a2dc9d4e98f0534d2733d19479ba6170c23fc297c351e189dde4cf14831b",1753184798162,0.8363636363636363,"bullish",7.626796843828999,7.626796843828999,75.43,1.106482049404747,0.005592917245178823,0.0029388946424379974,60,2.1228223781258144,24.014204326026725,2.27327135583516,1,false,0,40,1,"anticipation","✅ reversal criteria met","init",762.6796843829,,,"evaluateSignalOnly","✅ reversal criteria met",1,,,,,
