timestamp,symbol,direction,entryPrice,exitPrice,pnlPct,result,marketRegime,signalScore,rsi,macdHist,emaSlope,atrPct,atr,adx,adxSlope,volumePct,divergenceScore,leverage,tradeType,closedBy,triggeredBy,note,entryReason,tp,sl,rrr,breakevenActivated,trailingTPPct,phase,highestFav,lowestFav,perPositionBudget
2025-07-22T02:51:12.006Z,APT_USD,short,5.286000,5.416895,0.82,win,bullish,0.75,68.54,0.00359,0.00545,0.0042,0.022267,18.60,1.60674,0.25,0.00,130,anticipation,tp_hit,evaluateSignalOnly,"✅ reversal criteria met","✅ reversal criteria met",0.02521,0.02521,1.00,false,0.00,init,,,50.00
2025-07-22T02:51:13.415Z,SEI_USD,short,0.369800,0.349490,1.50,win,neutral,0.68,42.54,-0.00012,-0.00220,0.0059,0.002163,10.81,-0.65174,0.27,0.14,130,anticipation,tp_hit,evaluateSignalOnly,"✅ sniper criteria met","✅ sniper criteria met",0.00164,0.00164,1.00,false,0.00,init,,,50.00
